image_urls, collection, material, size
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SKWL-175-0001.jpg, AMANI, Hand Knotted- Wool, 360x450 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-496-0001.jpg, AALAM, Hand Knotted- Wool, 330x390 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5000-0001.jpg, GULMARG, Hand Knotted- Wool, 105x165 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RN_PAEM-18-0001.jpg, AALAM, Hand Knotted- Wool, 120x330 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5085-0001.jpg, GULMARG, Hand Knotted- Silk, 105x150 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-364-0001.jpg, AALAM, Hand Knotted- Wool, 375x540 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ASL-01%28CM-01%29-0001.jpg, AURORA, Hand Knotted- Silk, 195x295 - 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-606-0001.jpg, AALAM, Hand Knotted- Wool, 135x195 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-421-0001.jpg, AALAM, Hand Knotted- Wool, 150x210 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SKPS-94-0001.jpg, GULMARG, Hand Knotted- Silk, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_AKPS-5005-0002.jpg, AURORA, Hand Knotted- Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-169-0001.jpg, AALAM, Hand Knotted- Wool, 165x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_LCA-603-0004.jpg, SAVANA, Hand Knotted- Wool, 168x240 - 360x450 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-49-0001.jpg, AALAM, Hand Knotted- Wool, 210x287 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PKWL-2105-0007.jpg, SAVANA, Hand Knotted- Wool, 150x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SHA-169%28CS-01%29-001.jpg, AURORA, Hand Knotted- Wool And Silk, 195x295 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_AKWL-3009%28CS-02%29-001.jpg, SOMEPLACE IN TIME, Hand Knotted- Wool, 240x300 - 360x450 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PKWL-2105-0001.jpg, SAVANA, Hand Knotted- Wool, 240x300 - 270x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ASL-09-0006.jpg, AURORA, Hand Knotted- Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SKRT-516-0009.jpg, AURORA, Hand Knotted- Wool And Silk, 273x396 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TLA-4080-0001.jpg, MYTHOS, Hand Tufted- Wool, 120x180 - 300x420 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-504-0001.jpg, AALAM, Hand Knotted- Wool, 210x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SPR-01-0012.jpg, GULNAR, Hand Knotted- Wool, 240x300 - 300x420 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5132-0001.jpg, AALAM, Hand Knotted- Wool, 180x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5244-0001.jpg, GULMARG, Hand Knotted- Silk, 120x180 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-668-0001.jpg, AALAM, Hand Knotted- Wool, 135x195 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-469-0001.jpg, AALAM, Hand Knotted- Wool, 360x675 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4223-0001.jpg, AALAM, Hand Knotted- Wool, 225x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4841-0001.jpg, AALAM, Hand Knotted- Wool, 195x315 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-99-0001.jpg, AALAM, Hand Knotted- Wool, 144x204 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5124-0001.jpg, AALAM, Hand Knotted- Wool, 225x330 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5140-0001.jpg, AALAM, Hand Knotted- Wool, 195x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-131-0001.jpg, AALAM, Hand Knotted- Wool, 150x255 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-288-0001.jpg, AALAM, Hand Knotted- Wool, 135x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_QNQ-66-0003.jpg, AURORA, Hand Knotted- Wool And Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4939-0001.jpg, AALAM, Hand Knotted- Wool, 270x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-31-0001.jpg, AALAM, Hand Knotted- Wool, 278x390 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4853-0001.jpg, AALAM, Hand Knotted- Wool, 240x330 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4957-0001.jpg, AALAM, Hand Knotted- Wool, 300x450 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-410-0001.jpg, AALAM, Hand Knotted- Wool, 135x195 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RN_PAEM-655-0001.jpg, AALAM, Hand Knotted- Wool, 105x315 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-51-0001.jpg, AALAM, Hand Knotted- Wool, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4509-0001.jpg, ZURI, Hand Knotted- Wool, 210x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-385-0001.jpg, AALAM, Hand Knotted- Wool, 135x210 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ASL-09-0043.jpg, AURORA, Hand Knotted- Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-487-0001.jpg, AALAM, Hand Knotted- Wool, 240x330 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5095-0001.jpg, AALAM, Hand Knotted- Wool, 135x210 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5157-0001.jpg, AALAM, Hand Knotted- Wool, 240x285 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-457-0001.jpg, AALAM, Hand Knotted- Wool, 300x405 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4451-0001.jpg, AALAM, Hand Knotted- Wool, 135x180 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-564-0001.jpg, AALAM, Hand Knotted- Wool, 120x195 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-1463-0001.jpg, AALAM, Hand Knotted- Wool, 345x525 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-690-0001.jpg, AALAM, Hand Knotted- Wool, 240x350 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-296-0001.jpg, AALAM, Hand Knotted- Wool, 120x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_UT-1004-0003.jpg, THYME, Hand Knotted- Wool, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-612-0001.jpg, AALAM, Hand Knotted- Wool, 120x195 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_AKWL-13006-0001.jpg, SAVANA, Hand Knotted- Wool, 150x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_AIPS-1003-002.jpg, TESSELL, Hand Knotted- Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SATK-69-0001.jpg, AALAM, Hand Knotted- Wool, 150x207 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5126-0001.jpg, AALAM, Hand Knotted- Wool, 225x315 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_EA-3008%28CS-01%29-0001.jpg, SOMEPLACE IN TIME, Hand Knotted- Wool, 180x270 - 360x450 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4227-0001.jpg, AALAM, Hand Knotted- Wool, 255x345 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5194-0001.jpg, AALAM, Hand Knotted- Wool, 270x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_SKWL-177-0001.jpg, AMANI, Hand Knotted- Wool, 360x438 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4123-0001.jpg, AALAM, Hand Knotted- Wool, 270x375 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_QM-163-0001.jpg, SAVANA, Hand Knotted- Wool And Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TOP-1509%28CS-01%29-0003.jpg, KASBAH, Hand Tufted- Wool And Viscose, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_AKWL-3008-0001-OX.jpg, SOMEPLACE IN TIME, Hand Knotted- Wool, 120x180 - 420x600 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-5220-0001.jpg, AALAM, Hand Knotted- Wool, 300x405 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAE-4928-0001.jpg, AALAM, Hand Knotted- Wool, 255x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ASL-01-0016.jpg, AURORA, Hand Knotted- Silk, 195x295 - 270x360 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PAEM-83-0001.jpg, AALAM, Hand Knotted- Wool, 270x330 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_QNQ-21-0034.jpg, AURORA, Hand Knotted- Wool And Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/OV_QNQ-44-0012.jpg, AURORA, Hand Knotted- Wool And Silk, 249x348 cm
